bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
18.0,The Ultimate Hitchhiker s Guide (Hitchhiker s Guide to the Galaxy  #1-5),Douglas Adams,4.38,517149257,9.78E+12,eng,815.0,2877.0,195,1996-01-17,Wings Books
21.0,A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9.78E+12,eng,544.0,248558.0,9396,2004-09-14,Broadway Books
22.0,Bill Bryson s African Diary,Bill Bryson,3.44,767915062,9.78E+12,eng,55.0,7270.0,499,2002-12-03,Broadway Books
23.0,Bryson s Dictionary of Troublesome Words: A Writer s Guide to Getting It Right,Bill Bryson,3.87,767910435,9.78E+12,eng,256.0,2088.0,131,2004-09-14,Broadway Books
24.0,In a Sunburned Country,Bill Bryson,4.07,767903862,9.78E+12,eng,335.0,72451.0,4245,2001-05-15,Broadway Books
25.0,I m a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,076790382X,9.78E+12,eng,304.0,49240.0,2211,2000-06-28,Broadway Books
26.0,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,9.78E+12,eng,299.0,45712.0,2257,1990-08-28,William Morrow Paperbacks
27.0,Neither Here nor There: Travels in Europe,Bill Bryson,3.86,380713802,9.78E+12,eng,254.0,48701.0,2238,1993-03-28,William Morrow Paperbacks
28.0,Notes from a Small Island,Bill Bryson,3.91,380727501,9.78E+12,eng,324.0,80609.0,3301,1997-05-28,William Morrow Paperbacks
29.0,The Mother Tongue: English and How It Got That Way,Bill Bryson,3.93,380715430,9.78E+12,eng,270.0,28489.0,2085,1991-09-28,William Morrow Paperbacks
30.0,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,4.59,345538374,9.78E+12,eng,1728.0,101233.0,1550,2012-09-25,Ballantine Books
31.0,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,618517650,9.78E+12,eng,1184.0,1710.0,91,2004-10-21,Houghton Mifflin Harcourt
34.0,The Fellowship of the Ring (The Lord of the Rings  #1),J.R.R. Tolkien,4.36,618346252,9.78E+12,eng,398.0,2128944.0,13670,2003-09-05,Houghton Mifflin Harcourt
35.0,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien/Alan  Lee,4.5,618260587,9.78E+12,en-US,1216.0,1618.0,140,2002-10-01,Houghton Mifflin Harcourt
36.0,The Lord of the Rings: Weapons and Warfare,Chris   Smith/Christopher  Lee/Richard Taylor,4.53,618391002,9.78E+12,eng,218.0,19822.0,46,2003-11-05,Houghton Mifflin Harcourt
37.0,The Lord of the Rings: Complete Visual Companion,Jude Fisher,4.5,618510826,9.78E+12,eng,224.0,359.0,6,2004-11-15,Houghton Mifflin Harcourt
45.0,Agile Web Development with Rails: A Pragmatic Guide,Dave Thomas/David Heinemeier Hansson/Leon Breedt/Mike Clark/Thomas  Fuchs/Andreas  Schwarz,3.84,097669400X,9.78E+12,eng,558.0,1430.0,59,2005-07-28,Pragmatic Bookshelf
50.0,Hatchet (Brian s Saga  #1),Gary Paulsen,3.72,689840926,9.78E+12,eng,208.0,270244.0,12017,2000-04-01,Atheneum Books for Young Readers: Richard Jackson Books
51.0,"Hatchet: A Guide for Using ""Hatchet"" in the Classroom",Donna Ickes/Edward Sciranko/Keith Vasconcelles,4,1557344493,9.78E+12,eng,48.0,36.0,2,1994-08-28,Teacher Created Resources
53.0,Guts: The True Stories behind Hatchet and the Brian Books,Gary Paulsen,3.88,385326505,9.78E+12,eng,144.0,2067.0,334,2001-01-23,Delacorte Press
54.0,Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,9.78E+12,eng,56.0,6.0,0,2003-06-10,Cherry Lane Music Company
55.0,Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.45,1595580271,9.78E+12,en-US,228.0,99.0,16,2005-11-01,The New Press
57.0,A Changeling for All Seasons (Changeling Seasons #1),Angela Knight/Sahara Kelly/Judy Mays/Marteeka Karland/Kate Douglas/Shelby Morgen/Lacey Savage/Kate Hill/Willa Okati,3.76,1595962808,9.78E+12,eng,304.0,167.0,4,2005-11-01,Changeling Press
58.0,Changeling (Changeling  #1),Delia Sherman,3.6,670059676,9.78E+12,eng,256.0,978.0,111,2006-08-17,Viking Juvenile
59.0,The Changeling Sea,Patricia A. McKillip,4.06,141312629,9.78E+12,eng,137.0,4454.0,302,2003-04-14,Firebird
61.0,The Changeling,Zilpha Keatley Snyder,4.17,595321801,9.78E+12,eng,228.0,1176.0,96,2004-06-08,iUniverse
63.0,The Changeling,Kate Horsley,3.55,1590301943,9.78E+12,eng,339.0,301.0,43,2005-04-12,Shambhala
66.0,The Changeling (Daughters of England  #15),Philippa Carr,3.98,449146979,9.78E+12,eng,369.0,345.0,12,1990-08-28,Ivy Books
67.0,The Known World,Edward P. Jones,3.83,61159174,9.78E+12,eng,388.0,29686.0,2626,2006-08-29,Amistad
68.0,The Known World,Edward P. Jones/Kevin R. Free,3.83,006076273X,9.78E+12,en-US,14.0,55.0,12,2004-06-15,HarperAudio
69.0,The Known World,Edward P. Jones,3.83,60749911,9.78E+12,eng,576.0,22.0,3,2004-06-15,Harper
71.0,Traders  Guns & Money: Knowns and Unknowns in the Dazzling World of Derivatives,Satyajit Das,3.83,273704745,9.78E+12,eng,334.0,1456.0,82,2006-05-15,FT Press
72.0,Artesia: Adventures in the Known World,Mark Smylie,4.13,1932386106,9.78E+12,eng,352.0,52.0,4,2005-12-14,Archaia
74.0,The John McPhee Reader (John McPhee Reader  #1),John McPhee/William Howarth,4.42,374517193,9.78E+12,eng,416.0,562.0,37,1982-06-01,Farrar  Straus and Giroux
75.0,Uncommon Carriers,John McPhee,3.95,374280398,9.78E+12,en-US,248.0,1630.0,203,2006-05-16,Farrar Straus Giroux
76.0,Heirs of General Practice,John McPhee,4.17,374519749,9.78E+12,eng,128.0,268.0,22,1986-04-01,Farrar  Straus and Giroux
77.0,The Control of Nature,John McPhee,4.24,374522596,9.78E+12,en-US,288.0,3498.0,305,1990-09-01,Farrar  Straus and Giroux
78.0,Annals of the Former World,John McPhee,4.34,374518734,9.78E+12,eng,720.0,3115.0,228,1999-01-06,Farrar  Straus and Giroux
79.0,Coming Into the Country,John McPhee,4.22,374522871,9.78E+12,eng,448.0,5704.0,261,1991-04-01,Farrar  Straus and Giroux
80.0,La Place de la Concorde Suisse,John McPhee,3.92,374519323,9.78E+12,fre,160.0,698.0,52,1994-04-01,Farrar  Straus and Giroux
81.0,Giving Good Weight,John McPhee,4.23,374516006,9.78E+12,eng,288.0,542.0,36,1994-04-01,Farrar  Straus and Giroux
83.0,Rising from the Plains,John McPhee,4.23,374520658,9.78E+12,eng,208.0,1341.0,98,1987-11-01,Farrar  Straus and Giroux
85.0,The Heidi Chronicles,Wendy Wasserstein,3.75,822205106,9.78E+12,eng,81.0,1423.0,70,2002-03-01,Dramatists Play Service
86.0,The Heidi Chronicles: Uncommon Women and Others & Isn t It Romantic,Wendy Wasserstein,3.84,679734996,9.78E+12,eng,249.0,2766.0,64,1991-07-02,Vintage
89.0,Active Literacy Across the Curriculum: Strategies for Reading  Writing  Speaking  and Listening,Heidi Hayes Jacobs,3.94,1596670231,9.78E+12,eng,138.0,31.0,1,2006-03-29,Routledge
90.0,Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9.78E+12,en-US,128.0,62.0,4,2006-03-14,North Light Books
91.0,Always Enough: God s Miraculous Provision Among the Poorest Children on Earth,Heidi Baker/Rolland Baker,4.46,800793617,9.78E+12,eng,192.0,860.0,53,2003-09-01,Chosen Books
92.0,Mapping the Big Picture: Integrating Curriculum & Assessment K-12,Heidi Hayes Jacobs,3.68,871202867,9.78E+12,en-US,108.0,77.0,2,1997-01-28,Association for Supervision & Curriculum Development
93.0,Heidi (Heidi  #1-2),Johanna Spyri/Beverly Cleary/Angelo  Rinaldi,3.99,753454947,9.78E+12,eng,352.0,153317.0,2257,2002-11-15,Kingfisher
94.0,Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,3.25,871209993,9.78E+12,eng,192.0,55.0,5,2004-11-15,ASCD
96.0,There s Always Enough: The Miraculous Move of God in Mozambique,Rolland Baker/Heidi Baker,4.46,1852402873,9.78E+12,eng,192.0,34.0,6,2003-04-28,Sovereign World
98.0,What to Expect the First Year (What to Expect),Heidi Murkoff/Sharon Mazel/Arlene Eisenberg/Sandee Hathaway/Mark D. Widome,3.89,761129588,9.78E+12,eng,832.0,11797.0,659,2003-10-16,Workman Publishing Company
99.0,The Player s Handbook: The Ultimate Guide on Dating and Relationships,Heidi Fleiss/Libby Keatinge,3.82,972016414,9.78E+12,eng,123.0,34.0,8,2004-05-10,One Hour Entertainment
100.0,Simply Beautiful Beading: 53 Quick and Easy Projects,Heidi Boyd,3.78,1581805632,9.78E+12,en-US,128.0,78.0,4,2004-08-19,North Light Books
103.0,God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,441294677,9.78E+12,eng,423.0,2785.0,166,1987-06-15,Ace Books
105.0,Chapterhouse: Dune (Dune Chronicles #6),Frank Herbert,3.91,441102670,9.78E+12,eng,436.0,38778.0,568,1987-07-01,Ace Books
106.0,Dune Messiah (Dune Chronicles #2),Frank Herbert,3.88,441172695,9.78E+12,eng,331.0,97494.0,2359,1987-07-15,Ace Books
107.0,Dreamer of Dune: The Biography of Frank Herbert,Brian Herbert,4.01,765306476,9.78E+12,en-US,592.0,784.0,21,2004-07-01,Tor Books
109.0,Heretics of Dune (Dune Chronicles  #5),Frank Herbert,3.86,399128980,9.78E+12,eng,480.0,272.0,20,1984-04-16,Putnam
110.0,The Road to Dune,Frank Herbert/Brian Herbert/Kevin J. Anderson,3.88,765353709,9.78E+12,eng,426.0,4789.0,83,2006-08-29,Tor Science Fiction
117.0,Heretics of Dune (Dune Chronicles #5),Frank Herbert,3.86,441328008,9.78E+12,eng,471.0,45388.0,644,1987-08-15,Ace Books
119.0,The Lord of the Rings: The Art of the Fellowship of the Ring,Gary Russell,4.59,618212906,9.78E+12,eng,192.0,26153.0,102,2002-06-12,Houghton Mifflin Harcourt
122.0,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,034541005X,9.78E+12,eng,544.0,69167.0,4551,1996-09-29,Ballantine Books
123.0,The Power of One (The Power of One  #1),Bryce Courtenay,4.35,385732546,9.78E+12,eng,291.0,45.0,13,2005-09-13,Delacorte Books for Young Readers
129.0,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,785260056,9.78E+12,en-US,256.0,16.0,1,2004-11-01,Thomas Nelson
130.0,Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.34,471780936,9.78E+12,eng,205.0,174.0,16,2006-05-19,Wiley
131.0,The Power of One: The Solo Play for Playwrights  Actors  and Directors,Louis E. Catron,3.67,325001537,9.78E+12,eng,240.0,10.0,0,2000-02-07,Heinemann Drama
132.0,How to Buy  Sell & Profit on eBay: Kick-Start Your Home-Based Business in Just Thirty Days,Adam Ginsberg,3.48,006076287X,9.78E+12,eng,336.0,76.0,9,2005-05-03,William Morrow Paperbacks
133.0,eBay for Dummies,Marsha Collier,3.5,470045299,9.78E+12,eng,386.0,111.0,9,2006-10-30,Wiley
135.0,What to Sell on ebay and Where to Get It: The Definitive Guide to Product Sourcing for eBay and Beyond,Chris Malta/Lisa Suttora,3.62,72262788,9.78E+12,eng,260.0,24.0,0,2006-01-24,McGraw-Hill
137.0,Starting an eBay Business for Dummies,Marsha Collier,3.55,764569244,9.78E+12,eng,384.0,55.0,4,2004-09-17,Wiley
138.0,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,4.27,471933821,9.78E+12,eng,260.0,9.0,0,2006-06-06,Wiley
139.0,ebay Timesaving Techniques for Dummies,Marsha Collier,3.39,764559915,9.78E+12,en-US,391.0,22.0,1,2004-05-31,Wiley
140.0,eBay Business All-in-One Desk Reference for Dummies,Marsha Collier,3.89,764584383,9.78E+12,en-US,864.0,17.0,3,2005-04-25,Wiley
141.0,Ruby Cookbook,Lucas Carlson/Leonard Richardson,3.84,596523696,9.78E+12,eng,873.0,166.0,4,2006-07-29,O Reilly Media
142.0,Ruby Ann s Down Home Trailer Park Cookbook,Ruby Ann Boxcar,4.12,806523492,9.78E+12,eng,240.0,50.0,5,2005-05-03,Citadel
144.0,Ruby Ann s Down Home Trailer Park BBQin  Cookbook,Ruby Ann Boxcar,4.08,806525363,9.78E+12,eng,206.0,13.0,2,2005-05-03,Citadel
147.0,Rails Cookbook: Recipes for Rapid Web Development with Ruby,Rob Orsini,3.48,596527314,9.78E+12,eng,514.0,64.0,1,2007-01-01,O Reilly Media
151.0,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,4.05,143035002,9.78E+12,eng,838.0,16643.0,1851,2004-05-31,Penguin Classics
152.0,Anna Karenina,Leo Tolstoy/David Magarshack/Priscilla Meyer,4.05,451528611,9.78E+12,eng,960.0,109420.0,5696,2002-11-05,Signet
153.0,Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,140449175,9.78E+12,eng,837.0,2904.0,309,2003-01-30,Penguin Books
154.0,CliffsNotes on Tolstoy s Anna Karenina,Marianne Sturman/Leo Tolstoy,3.85,822001837,9.78E+12,eng,80.0,16.0,3,1965-11-26,Cliffs Notes
155.0,Anna Karenina,Leo Tolstoy/Amy Mandelker/Constance Garnett,4.05,1593080271,9.78E+12,eng,803.0,9564.0,726,2003-07-01,Barnes & Noble Classics
156.0,Anna Karenina,Leo Tolstoy/Louise Maude/Aylmer Maude,4.05,486437965,9.78E+12,eng,752.0,474.0,72,2004-11-23,Dover Publications
157.0,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9.78E+12,eng,803.0,303.0,48,2004-08-26,Barnes & Noble
159.0,Dinner with Anna Karenina,Gloria Goldreich,2.99,778322270,9.78E+12,eng,360.0,411.0,65,2006-01-28,Mira Books
160.0,Tolstoy: Anna Karenina,Anthony Thorlby,4.19,521313252,9.78E+12,eng,128.0,1204.0,33,1987-11-26,Cambridge University Press
162.0,Untouchable,Mulk Raj Anand/E.M. Forster,3.71,140183957,9.78E+12,eng,160.0,3429.0,279,1990-07-03,Penguin Books
163.0,The Untouchable,John Banville,3.95,679767479,9.78E+12,eng,367.0,2163.0,216,1998-06-30,Vintage
164.0,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9.78E+12,eng,256.0,613.0,31,1996-02-01,Buccaneer Books
165.0,Untouchables: My Family s Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9.78E+12,en-US,320.0,308.0,40,2005-09-27,Scribner
166.0,Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,932863051,9.78E+12,eng,100.0,10.0,0,1995-01-28,Clarity Press
168.0,Growing Up Untouchable in India: A Dalit Autobiography,Vasant Moon/Gail Omvedt/Eleanor Zelliot,3.65,742508803,9.78E+12,eng,224.0,16.0,4,2000-12-20,Rowman & Littlefield Publishers
171.0,The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.4,205358624,9.78E+12,eng,216.0,10.0,0,2003-09-22,Pearson
177.0,"A Wrinkle in Time: A Guide for Using ""A Wrinkle in Time"" in the Classroom",John Carratello/Patty Carratello/Theresa Wright,4,1557344035,9.78E+12,eng,48.0,17.0,0,1991-09-28,Teacher Created Resources
180.0,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9.78E+12,eng,360.0,1035.0,23,1994-10-01,Harper Perennial
181.0,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L Engle,4,821925326,9.78E+12,eng,250.0,36.0,6,2002-05-01,EMC/Paradigm Publishing
182.0,Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.6,043927169X,9.78E+12,eng,32.0,15.0,0,2002-01-01,Teaching Resources
201.0,Una arruga en el tiempo ??A Wrinkle in Time,Madeleine L Engle,4,606105263,9.78E+12,spa,205.0,6.0,1,1984-06-01,Turtleback Books
204.0,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9.78E+12,eng,367.0,376.0,17,1994-06-01,Little  Brown Book Group
205.0,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9.78E+12,eng,352.0,3086.0,237,2006-01-03,William Morrow
207.0,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,743499344,9.78E+12,en-US,320.0,352.0,44,2005-11-01,Atria Books
208.0,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78E+12,eng,331.0,9852.0,633,2006-03-07,Tor Books
213.0,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9.78E+12,eng,244.0,821.0,78,2004-08-10,Vintage Crime/Black Lizard
214.0,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9.78E+12,eng,215.0,731.0,72,2005-03-08,Vintage Crime/Black Lizard
216.0,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9.78E+12,eng,191.0,2897.0,178,2004-08-10,Vintage Crime/Black Lizard
230.0,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9.78E+12,eng,144.0,98.0,11,1990-10-03,Vintage
231.0,I am Charlotte Simmons,Tom Wolfe,3.42,312424442,9.78E+12,eng,738.0,20888.0,1688,2005-08-30,Picador USA
237.0,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,806930772,9.78E+12,eng,48.0,66.0,19,2001-10-01,Sterling
244.0,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,140366601,9.78E+12,eng,287.0,81.0,6,1996-10-03,Puffin
245.0,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9.78E+12,eng,217.0,981.0,52,1964-02-01,New Directions Publishing
247.0,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9.78E+12,eng,154.0,3381.0,141,1994-01-13,Grove Press
249.0,Tropic of Cancer,Henry Miller/Ji?? N?l,3.68,802131786,9.78E+12,eng,318.0,53206.0,2376,1994-01-06,Grove Press
250.0,Tropic of Capricorn,Henry Miller,3.78,802151825,9.78E+12,eng,348.0,14872.0,459,1994-01-13,Grove Press
251.0,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9.78E+12,eng,316.0,3261.0,58,1994-01-13,Grove Press
252.0,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,802151809,9.78E+12,eng,506.0,7805.0,251,1994-01-12,Grove Press
253.0,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9.78E+12,eng,292.0,2699.0,142,1970-01-17,New Directions
264.0,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9.78E+12,eng,797.0,61640.0,1951,2003-09-30,Penguin Classics
269.0,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9.78E+12,eng,635.0,392.0,41,2004-01-16,Barnes  Noble Classics
277.0,Writing,Marguerite Duras,3.75,1571290532,9.78E+12,eng,91.0,778.0,44,1999-05-06,Brookline Books
278.0,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9.78E+12,eng,192.0,963.0,65,1994-08-01,The New Press
280.0,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,394743040,9.78E+12,en-US,181.0,2057.0,128,1986-03-12,Pantheon
285.0,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9.78E+12,eng,178.0,203.0,8,1999-07-01,One World (UK)
288.0,Kahlil Gibran: His Life and World,Jean Gibran/????? ???? ?????/Kahlil Gibran,4.21,156656249X,9.78E+12,eng,464.0,35.0,2,1998-04-01,Interlink Publishing Group
289.0,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9.78E+12,eng,102.0,328.0,16,1998-01-01,Penguin Books
290.0,Jesus the Son of Man,Kahlil Gibran/????? ???? ?????,3.98,394431243,9.78E+12,eng,216.0,1308.0,82,1995-02-21,Knopf
291.0,The Broken Wings,Kahlil Gibran/????? ???? ?????/Anthony Rizcallah Ferris,3.92,806501901,9.78E+12,eng,132.0,6432.0,517,2003-03-03,Citadel
292.0,Sand and Foam,Kahlil Gibran/????? ???? ?????,4.08,067943920X,9.78E+12,eng,100.0,3015.0,217,2011-06-14,Knopf
295.0,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78E+12,eng,311.0,318753.0,6734,2001-09-15,Kingfisher
296.0,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9.78E+12,en-US,213.0,420.0,42,2004-10-01,Sterling Children s Books
297.0,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78E+12,eng,245.0,5967.0,276,2005-06-01,Simon & Schuster
298.0,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9.78E+12,eng,64.0,104.0,14,2003-07-01,Atheneum Books for Young Readers
299.0,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9.78E+12,en-US,272.0,56.0,4,2002-09-03,Gramercy Books
302.0,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9.78E+12,eng,232.0,91.0,16,2006-01-31,Abdo Publishing Company
313.0,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9.78E+12,eng,270.0,88.0,4,1996-11-22,Black Classic Press
324.0,Cien a?os de soledad,Gabriel Garc?a M?rquez,4.07,785950109,9.78E+12,spa,448.0,63.0,7,1990-01-01,French & European
330.0,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9.78E+12,eng,64.0,2815.0,164,1955-09-12,Random House Books for Young Readers
332.0,The Wedding Clause,Debbie Raleigh,3.6,821778250,9.78E+12,eng,256.0,95.0,13,2005-06-07,Zebra
333.0,The Zebra Wall,Kevin Henkes,3.44,60733039,9.78E+12,eng,147.0,217.0,24,2005-02-15,Greenwillow Books
337.0,El perfume: Historia de un asesino,Patrick S?skind,4.02,8432216062,9.79E+12,spa,239.0,4136.0,255,2002-06-01,Booket
348.0,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9.78E+12,eng,304.0,17232.0,649,1997-06-17,Del Rey
350.0,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78E+12,eng,528.0,251872.0,6241,1991-10-01,Ace
354.0,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9.78E+12,en-US,434.0,10293.0,193,1988-06-01,Ace Books
355.0,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78E+12,en-US,439.0,15970.0,438,1985-10-12,Del Rey
356.0,Time for the Stars (Heinlein s Juveniles  #10),Robert A. Heinlein,3.97,765314932,9.78E+12,eng,256.0,6898.0,200,2006-08-08,Tor Books
357.0,The Long Dark Tea-Time of the Soul (Dirk Gently  #2),Douglas Adams,4.06,671742515,9.78E+12,en-US,307.0,67803.0,1401,1991-02-15,Pocket Books
359.0,The Salmon of Doubt (Dirk Gently  #3),Douglas Adams,3.93,345455290,9.78E+12,eng,298.0,22091.0,746,2005-04-26,Del Rey
362.0,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9.78E+12,eng,368.0,2623.0,49,2005-12-27,Del Rey
367.0,Douglas Adams s Starship Titanic,Terry Jones,3.6,345368436,9.78E+12,eng,256.0,885.0,84,1998-10-27,Ballantine Books
377.0,Salmon of Doubt: Hitchhiking the Galaxy One Last Time,Douglas Adams/Christopher Cerf,3.93,1417622857,9.78E+12,eng,336.0,5.0,0,2003-07-01,Turtleback Books
382.0,The Phantom Tollbooth: A Children s Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9.78E+12,eng,72.0,100.0,13,2011-01-12,Samuel French  Inc.
385.0,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78E+12,eng,67.0,9358.0,995,2005-01-30,Princeton University Press
386.0,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78E+12,eng,347.0,9318.0,907,2005-09-12,W. W. Norton & Company
394.0,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9.78E+12,en-US,317.0,120.0,15,1993-06-12,Simon & Schuster
397.0,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,395883970,9.78E+12,eng,32.0,5239.0,76,1998-02-02,HMH Books for Young Readers
399.0,Underworld,Don DeLillo,3.92,684848155,9.78E+12,eng,827.0,1505.0,175,1998-07-09,Scribner
400.0,Libra,Don DeLillo,3.99,140156046,9.78E+12,eng,480.0,11857.0,564,1991-05-01,Penguin
403.0,Americana,Don DeLillo,3.43,140119485,9.78E+12,eng,377.0,393.0,55,1989-07-06,Penguin Books
404.0,Running Dog,Don DeLillo,3.43,679722947,9.78E+12,eng,256.0,1356.0,72,1989-07-17,Vintage Contemporaries
406.0,Cosmopolis,Don DeLillo,3.22,743244257,9.78E+12,eng,224.0,460.0,41,2004-04-06,Scribner
407.0,Great Jones Street,Don DeLillo,3.48,140179178,9.78E+12,eng,272.0,2492.0,145,1994-01-01,Penguin Books
